0,0,10
1,0,12
2,0,89
3,0,1
4,0,17
5,0,20
6,0,4
7,0,1
8,0,1
9,0,17
10,0,11
11,0,14
12,0,5
13,0,9
14,0,12
15,0,72
16,0,19
17,0,15
18,0,20
19,0,55
20,0,28
21,0,1
22,0,15
23,0,1
24,0,1
25,0,7
26,0,3
27,0,42
28,0,58
29,0,1
30,0,1
31,0,2
32,0,20
33,0,13
34,0,63
35,0,12
36,0,81
37,0,1
38,0,1
39,0,20
40,0,19
41,0,15
42,0,21
43,0,15
44,0,3
45,0,4
46,0,18
47,0,1
48,0,89
49,0,9
50,0,1
51,0,61
52,0,47
53,0,59
54,0,49
55,0,1
56,0,7
57,0,91
58,0,1
59,0,74
60,0,4
61,0,1
62,0,34
63,0,1
64,0,12
65,0,31
66,0,5
67,0,2
68,0,12
69,0,1
70,0,34
71,0,20
72,0,33
73,0,8
74,0,2
75,0,1
76,0,1
77,0,7
78,0,12
79,0,52
80,0,98
81,0,22
82,0,7
83,0,80
84,0,14
85,0,1
86,0,1
87,0,14
88,0,1
89,0,1
90,0,10
91,0,15
92,0,1
93,0,3
94,0,14
95,0,19
96,0,1
97,0,11
98,0,16
99,0,9
100,0,12
101,0,27
102,0,84
103,0,11
104,0,1
105,0,10
106,0,93
107,0,87
108,0,94
109,0,57
110,0,1
111,0,1
112,0,14
113,0,5
114,0,8
115,0,15
116,0,6
117,0,1
118,0,84
119,0,1
120,0,1
121,0,33
122,0,1
123,0,2
124,0,15
125,0,1
126,0,1
127,0,1
128,0,95
129,0,1
130,0,18
131,0,19
132,0,4
133,0,1
134,0,1
135,0,95
136,0,19
137,0,1
138,0,1
139,0,34
140,0,3
141,0,57
142,0,1
143,0,91
144,0,1
145,0,1
146,0,1
147,0,6
148,0,46
149,0,1
150,0,11
151,0,17
152,0,6
153,0,9
154,0,49
155,0,4
156,0,16
157,0,4
158,0,85
159,0,1
160,0,18
161,0,1
162,0,18
163,0,87
164,0,50
165,0,1
166,0,36
167,0,49
168,0,77
169,0,66
170,0,1
171,0,14
172,0,41
173,0,1
174,0,1
175,0,54
176,0,1
177,0,1
178,0,44
179,0,72
180,0,20
181,0,73
182,0,18
183,0,9
184,0,5
185,0,1
186,0,1
187,0,77
188,0,1
189,0,6
190,0,1
191,0,8
192,0,12
193,0,13
194,0,86
195,0,11
196,0,79
197,0,13
198,0,94
199,0,97
0,1,36
1,1,10
2,1,39
3,1,91
4,1,41
5,1,19
6,1,1
7,1,10
8,1,1
9,1,96
10,1,1
11,1,10
12,1,4
13,1,34
14,1,1
15,1,1
16,1,15
17,1,17
18,1,15
19,1,1
20,1,1
21,1,1
22,1,1
23,1,1
24,1,1
25,1,18
26,1,33
27,1,18
28,1,1
29,1,1
30,1,95
31,1,94
32,1,15
33,1,15
